Module	Section	Sample Name	Source
mapDamage	all_sections	ancient0002	/20tb/2025-01-08-a234-adapterremoval-damageprofile-hg38/work/da/79858bbc8e8d57ed58a16476926031/mapdamage/results_ancient0002_rmdup/5pCtoT_freq.txt
mtnucratio	all_sections	ancient0002	/20tb/2025-01-08-a234-adapterremoval-damageprofile-hg38/work/da/79858bbc8e8d57ed58a16476926031/mutnucratio/ancient0002_rmdup.bam.mtnucratiomtnuc.json
mtnucratio	all_sections	ancient0003	/20tb/2025-01-08-a234-adapterremoval-damageprofile-hg38/work/da/79858bbc8e8d57ed58a16476926031/mutnucratio/ancient0003_rmdup.bam.mtnucratiomtnuc.json
mtnucratio	all_sections	ancient0004	/20tb/2025-01-08-a234-adapterremoval-damageprofile-hg38/work/da/79858bbc8e8d57ed58a16476926031/mutnucratio/ancient0004_rmdup.bam.mtnucratiomtnuc.json
QualiMap	genome_results	ancient0004	/20tb/2025-01-08-a234-adapterremoval-damageprofile-hg38/work/da/79858bbc8e8d57ed58a16476926031/qualimap/qualimap8/ancient0004_rmdup_stats/genome_results.txt
QualiMap	genome_results	ancient0002	/20tb/2025-01-08-a234-adapterremoval-damageprofile-hg38/work/da/79858bbc8e8d57ed58a16476926031/qualimap/qualimap24/ancient0002_rmdup_stats/genome_results.txt
QualiMap	genome_results	ancient0003	/20tb/2025-01-08-a234-adapterremoval-damageprofile-hg38/work/da/79858bbc8e8d57ed58a16476926031/qualimap/qualimap16/ancient0003_rmdup_stats/genome_results.txt
QualiMap	coverage_histogram	ancient0004	/20tb/2025-01-08-a234-adapterremoval-damageprofile-hg38/work/da/79858bbc8e8d57ed58a16476926031/qualimap/qualimap8/ancient0004_rmdup_stats/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	ancient0002	/20tb/2025-01-08-a234-adapterremoval-damageprofile-hg38/work/da/79858bbc8e8d57ed58a16476926031/qualimap/qualimap24/ancient0002_rmdup_stats/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	ancient0003	/20tb/2025-01-08-a234-adapterremoval-damageprofile-hg38/work/da/79858bbc8e8d57ed58a16476926031/qualimap/qualimap16/ancient0003_rmdup_stats/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	mapped_gc_distribution	ancient0004	/20tb/2025-01-08-a234-adapterremoval-damageprofile-hg38/work/da/79858bbc8e8d57ed58a16476926031/qualimap/qualimap8/ancient0004_rmdup_stats/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	ancient0002	/20tb/2025-01-08-a234-adapterremoval-damageprofile-hg38/work/da/79858bbc8e8d57ed58a16476926031/qualimap/qualimap24/ancient0002_rmdup_stats/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	ancient0003	/20tb/2025-01-08-a234-adapterremoval-damageprofile-hg38/work/da/79858bbc8e8d57ed58a16476926031/qualimap/qualimap16/ancient0003_rmdup_stats/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
