Module	Section	Sample Name	Source
Preseq	all_sections	ancient0002	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/preseq/ancient0002.filtered.preseq
Preseq	all_sections	ancient0004	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/preseq/ancient0004.filtered.preseq
Preseq	all_sections	ancient0003	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/preseq/ancient0003.filtered.preseq
DamageProfiler	all_sections	ancient0004	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/damageprofiler/dmgprof8/dmgprof.json
DamageProfiler	all_sections	ancient0002	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/damageprofiler/dmgprof24/dmgprof.json
DamageProfiler	all_sections	ancient0003	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/damageprofiler/dmgprof16/dmgprof.json
mtnucratio	all_sections	ancient0003	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/mutnucratio/ancient0003_rmdup.bam.mtnucratiomtnuc.json
mtnucratio	all_sections	ancient0004	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/mutnucratio/ancient0004_rmdup.bam.mtnucratiomtnuc.json
mtnucratio	all_sections	ancient0002	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/mutnucratio/ancient0002_rmdup.bam.mtnucratiomtnuc.json
QualiMap	genome_results	ancient0004	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/qualimap/qualimap24/ancient0004_rmdup_stats/genome_results.txt
QualiMap	genome_results	ancient0003	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/qualimap/qualimap16/ancient0003_rmdup_stats/genome_results.txt
QualiMap	genome_results	ancient0002	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/qualimap/qualimap8/ancient0002_rmdup_stats/genome_results.txt
QualiMap	coverage_histogram	ancient0004	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/qualimap/qualimap24/ancient0004_rmdup_stats/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	ancient0003	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/qualimap/qualimap16/ancient0003_rmdup_stats/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	ancient0002	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/qualimap/qualimap8/ancient0002_rmdup_stats/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	mapped_gc_distribution	ancient0004	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/qualimap/qualimap24/ancient0004_rmdup_stats/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	ancient0003	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/qualimap/qualimap16/ancient0003_rmdup_stats/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	ancient0002	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/qualimap/qualimap8/ancient0002_rmdup_stats/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
Bcftools	stats	ancient0003_lt120bp	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/bcftools_stats8
Bcftools	stats	ancient0004_lt120bp	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/bcftools_stats24
Bcftools	stats	ancient0002_lt120bp	/project/rcrs_a234_lt120bp_20240905/work/9b/642b9bbc38b561fa32664ba251e416/bcftools_stats16
