Module	Section	Sample Name	Source
Samtools Flagstat (pre-samtools filter)	flagstat	ancient0002	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/flagstat/ancient0002_flagstat.stats
Samtools Flagstat (post-samtools filter)	flagstat	ancient0004	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/flagstat_filtered/ancient0004_postfilterflagstat.stats
Samtools Flagstat (post-samtools filter)	flagstat	ancient0002	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/flagstat_filtered/ancient0002_postfilterflagstat.stats
Samtools Flagstat (post-samtools filter)	flagstat	ancient0003	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/flagstat_filtered/ancient0003_postfilterflagstat.stats
Picard	DuplicationMetrics	ancient0002	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/markdup/ancient0002_rmdup.metrics
Picard	DuplicationMetrics	ancient0003	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/markdup/ancient0003_rmdup.metrics
Picard	DuplicationMetrics	ancient0004	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/markdup/ancient0004_rmdup.metrics
Preseq	all_sections	ancient0002	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/preseq/ancient0002.filtered.preseq
Preseq	all_sections	ancient0004	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/preseq/ancient0004.filtered.preseq
Preseq	all_sections	ancient0003	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/preseq/ancient0003.filtered.preseq
DamageProfiler	all_sections	ancient0004	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/damageprofiler/dmgprof8/dmgprof.json
DamageProfiler	all_sections	ancient0002	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/damageprofiler/dmgprof24/dmgprof.json
DamageProfiler	all_sections	ancient0003	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/damageprofiler/dmgprof16/dmgprof.json
mtnucratio	all_sections	ancient0003	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/mutnucratio/ancient0003_rmdup.bam.mtnucratiomtnuc.json
mtnucratio	all_sections	ancient0004	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/mutnucratio/ancient0004_rmdup.bam.mtnucratiomtnuc.json
mtnucratio	all_sections	ancient0002	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/mutnucratio/ancient0002_rmdup.bam.mtnucratiomtnuc.json
QualiMap	genome_results	ancient0002	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/qualimap/qualimap24/ancient0002_rmdup_stats/genome_results.txt
QualiMap	genome_results	ancient0003	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/qualimap/qualimap16/ancient0003_rmdup_stats/genome_results.txt
QualiMap	genome_results	ancient0004	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/qualimap/qualimap8/ancient0004_rmdup_stats/genome_results.txt
QualiMap	coverage_histogram	ancient0002	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/qualimap/qualimap24/ancient0002_rmdup_stats/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	ancient0003	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/qualimap/qualimap16/ancient0003_rmdup_stats/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	ancient0004	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/qualimap/qualimap8/ancient0004_rmdup_stats/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	mapped_gc_distribution	ancient0002	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/qualimap/qualimap24/ancient0002_rmdup_stats/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	ancient0003	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/qualimap/qualimap16/ancient0003_rmdup_stats/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	ancient0004	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/qualimap/qualimap8/ancient0004_rmdup_stats/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
Bcftools	stats	ancient0004_lt130bp	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/bcftools_stats8
Bcftools	stats	ancient0003_lt130bp	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/bcftools_stats24
Bcftools	stats	ancient0002_lt130bp	/project/rcrs_eager_ipn_20240904/work/11/9864270cafa3dc304640aff1c0249a/bcftools_stats16
